uf23,CE,m2301208,Aracoiaba,
uf23,CE,m2301257,Ararendá,
uf23,CE,m2301307,Araripe,
uf23,CE,m2301406,Aratuba,
uf23,CE,m2301505,Arneiroz,
uf23,CE,m2301604,Assaré,
uf23,CE,m2301703,Aurora,
uf23,CE,m2301802,Baixio,
uf23,CE,m2301851,Banabuiú,
uf23,CE,m2301901,Barbalha,
uf23,CE,m2301950,Barreira,
uf23,CE,m2302008,Barro,
uf23,CE,m2302057,Barroquinha,
uf23,CE,m2302107,Baturité,
uf23,CE,m2302206,Beberibe,
uf23,CE,m2302305,Bela Cruz,
uf23,CE,m2302404,Boa Viagem,
uf23,CE,m2302503,Brejo Santo,
uf23,CE,m2302602,Camocim,
uf23,CE,m2302701,Campos Sales,
uf23,CE,m2302800,Canindé,
uf23,CE,m2302909,Capistrano,
uf23,CE,m2303006,Caridade,
uf23,CE,m2303105,Cariré,
uf23,CE,m2303204,Caririaçu,
uf23,CE,m2303303,Cariús,
uf23,CE,m2303402,Carnaubal,
uf23,CE,m2303501,Cascavel,
uf23,CE,m2303600,Catarina,
uf23,CE,m2303659,Catunda,
uf23,CE,m2303709,Caucaia,
uf23,CE,m2303808,Cedro,
uf23,CE,m2303907,Chaval,
uf23,CE,m2303931,Choró,
uf23,CE,m2303956,Chorozinho,
uf23,CE,m2304004,Coreaú,
uf23,CE,m2304103,Crateús,
uf23,CE,m2304202,Crato,
uf23,CE,m2304236,Croatá,
uf23,CE,m2304251,Cruz,
uf23,CE,m2304269,Deputado Irapuan Pinheiro,
uf23,CE,m2304277,Ererê,
uf23,CE,m2304285,Eusébio,
uf23,CE,m2304301,Farias Brito,
uf23,CE,m2304350,Forquilha,
uf23,CE,m2304400,Fortaleza,
uf23,CE,m2304459,Fortim,
uf23,CE,m2304509,Frecheirinha,
uf23,CE,m2304608,General Sampaio,
uf23,CE,m2304657,Graça,
uf23,CE,m2304707,Granja,
uf23,CE,m2304806,Granjeiro,
uf23,CE,m2304905,Groaíras,
uf23,CE,m2304954,Guaiúba,
uf23,CE,m2305001,Guaraciaba do Norte,
uf23,CE,m2305100,Guaramiranga,
uf23,CE,m2305209,Hidrolândia,
uf23,CE,m2305233,Horizonte,
